address,latitude,longitude,Subway_count,School_count,Park_count,Metro_count,Bus_count,Supermarket_count,Bank_count,Parking_count,Cinema_count,Mall_count,Restaurant_count,Gym_count,Boutique_count,Museum_count,Arts_count,Theatre_count
"101 Warren St #5K, New York, NY 10007",40.71563,-74.012115,119,3,3,21,60,9,30,6,4,0,152,0,0,3,0,1
"100 Barclay St   #23C, New York, NY 10007",40.713776,-74.01293,118,6,3,20,58,11,36,7,2,0,172,0,0,4,0,1
"100 Barclay St   #12B, New York, NY 10007",40.713776,-74.01293,118,6,3,20,58,11,36,7,2,0,172,0,0,4,0,1
"111 Murray St #9D, New York, NY 10007",40.71541,-74.01259,117,3,3,21,59,10,29,6,4,0,155,0,0,3,0,1
"30 Park Pl #72C, New York, NY 10007",40.712776,-74.00903,139,9,6,24,79,15,50,8,4,0,277,0,0,4,0,1
"30 Park Pl #42C, New York, NY 10007",40.712776,-74.00903,139,9,6,24,79,15,50,8,4,0,277,0,0,4,0,1
"768 5th Ave  #1741, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"1 Central Park S  #1511/1513, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"1 Central Park S  #1208, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"1 Central Park S  #1406, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"480 Park Ave #8J, New York, NY 10022",40.762733,-73.97073,83,16,0,11,108,12,50,7,2,0,186,0,0,2,1,3
"500 Park Ave #16D, New York, NY 10022",40.763027,-73.97067,80,16,0,11,109,12,48,7,2,0,183,0,0,2,1,3
"1 Central Park S  #2011, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"768 5th Ave  #1521, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"500 Park Ave #33A, New York, NY 10022",40.763027,-73.97067,80,16,0,11,109,12,48,7,2,0,183,0,0,2,1,3
"781 5th Ave #916, New York, NY 10022",40.76431,-73.97254,106,11,0,14,106,9,54,10,2,1,191,0,0,2,1,5
"1 Central Park S  #905, New York, NY 10019",40.7645,-73.9745,121,11,0,16,100,7,59,15,2,1,207,0,0,2,1,9
"781 5th Ave #1616, New York, NY 10022",40.76431,-73.97254,106,11,0,14,106,9,54,10,2,1,191,0,0,2,1,5
"781 5th Ave #411, New York, NY 10022",40.76431,-73.97254,106,11,0,14,106,9,54,10,2,1,191,0,0,2,1,5
"57-19 64th St, Maspeth, NY 11378",40.72215,-73.90117,0,1,0,0,63,5,4,1,0,0,27,0,0,0,0,0
"62-15 53rd Ave #5A, Maspeth, NY 11378",40.73169,-73.9014,0,1,0,0,44,4,4,1,0,0,30,0,0,0,0,0
"5377 62nd St, Flushing, NY 11378",40.7297,-73.90309,0,2,0,0,51,5,4,1,0,0,31,0,0,0,0,0
"66-11 52nd Dr   #1, Maspeth, NY 11378",40.733826,-73.89857,0,2,0,0,55,6,4,1,0,0,27,0,0,0,0,0
"57-19 64th Street UNIT 2, Maspeth, NY 11378",40.72215,-73.90117,0,1,0,0,63,5,4,1,0,0,27,0,0,0,0,0
"54-33 Arnold Ave, Maspeth, NY 11378",40.714077,-73.910034,0,5,0,0,80,1,2,0,0,0,28,0,0,1,2,0
"5834 61st St, Flushing, NY 11378",40.720013,-73.90386,0,1,0,0,76,4,3,1,0,0,23,0,0,0,1,0
"70 Washington St #12A, Brooklyn, NY 11201",40.702248,-73.98973,14,9,2,4,24,9,8,2,0,0,45,0,0,3,3,0
"20A Plan in Quay Tower, Brooklyn, NY 11201",40.69277,-74.00053,15,4,1,4,23,6,13,0,0,0,61,0,0,1,2,1
"85 Livingston St   #5L, Brooklyn, NY 11201",40.6917,-73.9906,63,15,0,12,61,11,24,0,1,0,107,0,0,1,2,3
"132 Remsen St #12, Brooklyn, NY 11201",40.69355,-73.99353,56,15,1,10,52,11,20,0,1,0,89,0,0,1,2,2
"161 Remsen St #4B, Brooklyn, NY 11201",40.693474,-73.99189,60,16,1,12,56,11,22,0,1,0,96,0,0,1,2,2
"145 Hicks St #B64, Brooklyn, NY 11201",40.697086,-73.9945,41,9,1,8,40,10,16,1,0,0,67,0,0,3,0,1
"11 Hoyt St   #40C, Brooklyn, NY 11201",40.6898,-73.985,72,23,0,16,78,10,25,0,2,0,103,0,0,1,6,9
"9 Dekalb Ave  #58D, Brooklyn, NY 11201",40.6907,-73.9823,78,19,2,16,89,14,23,0,2,0,77,0,0,2,6,9
"9 Dekalb Ave  #55C, Brooklyn, NY 11201",40.6907,-73.9823,78,19,2,16,89,14,23,0,2,0,77,0,0,2,6,9
"730 E  82nd St, Brooklyn, NY 11236",40.6373,-73.913086,0,5,2,0,31,1,0,0,0,0,1,0,0,0,0,0
"234 Dorset Street, Brooklyn, NY 11236",40.646454,-73.91935,0,2,0,0,38,1,0,0,0,0,1,0,0,0,0,0
"15 Paerdegat 14 St, Brooklyn, NY 11236",40.627617,-73.90235,0,0,0,0,23,0,0,2,0,0,1,0,0,0,0,0
"714 Rockaway Pkwy, Brooklyn, NY 11236",40.65189,-73.91033,3,2,2,2,29,2,1,0,0,0,0,0,0,0,0,0
"10009 Avenue L, Brooklyn, NY 11236",40.640625,-73.89275,1,0,4,0,45,2,1,0,0,0,3,0,0,0,0,0
"1216 E  85th St, Brooklyn, NY 11236",40.632477,-73.90405,0,0,1,0,36,0,0,2,0,0,2,0,0,0,0,0
"982 E  80th St, Brooklyn, NY 11236",40.633797,-73.91183,0,5,2,0,37,0,0,2,0,0,1,0,0,0,0,0
"730 E  95th St   #2FAM, Brooklyn, NY 11236",40.650787,-73.911865,1,3,2,1,35,1,0,0,0,0,1,0,0,0,0,0
"1122 E 89th Street, Brooklyn, NY 11236",40.63584,-73.90279,0,0,2,0,53,1,0,0,0,0,3,0,0,0,0,0
"1578 E  96th St, Brooklyn, NY 11236",40.634567,-73.89229,0,0,2,0,33,2,0,0,0,0,3,0,0,0,0,0
"609 E  95th St, Brooklyn, NY 11236",40.653343,-73.913895,3,7,3,1,44,3,0,0,0,0,0,0,0,0,0,0
"14 John St, Carteret, NJ 07008",40.58414,-74.21706,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 Elmwood Park Dr #518, Staten Island, NY 10314",40.5802,-74.16044,0,0,0,0,11,1,4,0,0,0,3,0,0,0,0,0
"28 Braisted Ave, Staten Island, NY 10314",40.588036,-74.15078,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"61 Natick St, Staten Island, NY 10306",40.571266,-74.133835,0,3,0,1,9,1,1,0,0,0,4,0,0,0,0,0
"1952 N  Railroad Ave, Staten Island, NY 10306",40.56549,-74.13047,0,0,0,1,2,1,1,0,0,0,4,0,0,0,0,0
"381 Corbin Ave, Staten Island, NY 10308",40.564735,-74.15046,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"58 Elmwood Ave, Staten Island, NY 10308",40.54286,-74.154976,0,0,0,2,9,1,3,0,0,0,26,0,0,0,0,0
"28 McKee Ave, Staten Island, NY 10308",40.545166,-74.14143,0,0,0,0,9,0,3,0,0,0,10,0,0,0,0,0
"26 McKee Ave, Staten Island, NY 10308",40.545586,-74.14162,0,0,0,0,9,0,3,0,0,0,12,0,0,0,0,0
"281 Giffords Ln, Staten Island, NY 10308",40.558353,-74.153145,0,0,0,1,11,0,1,0,1,0,9,0,0,0,0,0
"867 Sinclair Ave, Staten Island, NY 10309",40.53977,-74.205055,0,0,0,0,6,0,2,0,0,0,7,0,0,0,0,0
"17 Cypress Loop, Staten Island, NY 10309",40.55121,-74.21306,0,0,0,0,7,1,0,0,0,0,5,0,0,0,0,0
"64 Vassar St, Staten Island, NY 10314",40.58834,-74.16019,0,0,0,0,11,1,3,0,0,0,5,0,0,0,0,0
"162 Spratt Ave, Staten Island, NY 10306",40.55582,-74.13148,0,0,1,1,6,0,2,0,0,0,6,0,0,0,0,0
"77 Fitch St, Carteret, NJ 07008",40.583107,-74.22013,0,7,1,0,0,1,0,0,0,0,3,0,0,0,0,0
"124 Blythe Pl, Staten Island, NY 10306",40.56303,-74.13853,0,1,0,1,0,1,1,0,0,0,4,0,0,0,0,0
"125 Cortelyou Ave  #1-2, Staten Island, NY 10308",40.556774,-74.16388,0,0,0,0,19,0,1,0,1,0,3,0,0,0,0,0
"272 Greaves Ave, Staten Island, NY 10308",40.559788,-74.14903,0,0,0,1,8,0,1,0,0,0,9,0,0,0,0,0
"450 W  17th St #1109, New York, NY 10011",40.74361,-74.00611,41,9,2,6,46,9,14,3,0,1,149,0,0,5,1,6
"112 W  18th St   #6B, New York, NY 10011",40.7398,-73.9962,115,17,3,21,86,21,47,9,3,1,311,0,0,9,2,8
"142 Sampson Ave, Staten Island, NY 10308",40.555164,-74.15141,0,0,0,1,4,0,2,0,0,0,10,0,0,0,0,0
"291 Fairbanks Ave, Staten Island, NY 10306",40.557877,-74.12485,0,1,0,1,5,0,1,0,0,0,3,0,0,0,0,0
"316 Elverton Ave, Staten Island, NY 10308",40.55735,-74.15544,0,0,0,1,11,0,1,0,1,0,7,0,0,0,0,0
"15 Evan Pl, Staten Island, NY 10312",40.55409,-74.183556,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0
"10 Rose Ln, Staten Island, NY 10312",40.533367,-74.18765,0,0,0,1,7,0,1,0,0,0,3,0,0,0,0,0
"960 Sinclair Ave, Staten Island, NY 10309",40.538525,-74.20781,0,0,0,0,9,0,2,0,0,0,7,0,0,0,0,0
"167 Sharrotts Rd, Staten Island, NY 10309",40.537506,-74.2236,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0
"101 Mansion Ave, Staten Island, NY 10308",40.545437,-74.139854,0,0,0,0,9,0,1,0,0,0,4,0,0,0,0,0
"13338 Sanford Ave #10E, Flushing, NY 11355",40.755993,-73.8293,10,4,2,2,82,18,19,5,1,1,72,0,0,0,0,0
"13338 Sanford Ave #8D, Flushing, NY 11355",40.755993,-73.8293,10,4,2,2,82,18,19,5,1,1,72,0,0,0,0,0
"13338 Sanford Ave #9G, Flushing, NY 11355",40.755993,-73.8293,10,4,2,2,82,18,19,5,1,1,72,0,0,0,0,0
"13338 Sanford Ave #13C, Flushing, NY 11355",40.755993,-73.8293,10,4,2,2,82,18,19,5,1,1,72,0,0,0,0,0
"61-06 255th Street UNIT 996, Little Neck, NY 11362",40.757763,-73.7242,0,0,1,0,18,0,0,0,1,0,1,0,0,0,0,0
"172-11 Baisley Boulevard, Jamaica, NY 11434",40.682087,-73.77204,0,1,2,1,57,2,2,2,0,0,8,0,0,0,0,1
"48-17 42nd St #5D, Queens, NY 11377",40.7391,-73.92317,16,1,0,3,66,5,6,0,0,0,37,0,0,0,1,1
"25-37 42nd Street, Astoria, NY 11103",40.766205,-73.91072,11,2,0,3,64,15,14,0,0,0,109,0,0,0,0,0
"16-56 201st Street, Bayside, NY 11360",40.782604,-73.79277,0,2,1,0,39,0,0,0,0,0,1,0,0,0,0,0
"30-08 154th Street, Flushing, NY 11354",40.7713,-73.8103,0,0,0,0,38,1,0,0,0,0,11,0,0,0,0,0
"58-38 251st Street UNIT 1, Little Neck, NY 11362",40.759644,-73.72989,0,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0
"169-19 25 Avenue, Flushing, NY 11357",40.774387,-73.79463,0,1,0,0,33,0,0,0,0,0,5,0,0,0,0,0
"118 E  60th St   #33ABH, New York, NY 10022",40.7628,-73.9687,64,16,1,9,104,13,42,7,2,0,172,0,0,2,0,3
"411 E  53rd St #6G, New York, NY 10022",40.755875,-73.964424,37,6,2,5,76,11,36,6,0,0,127,0,0,0,0,0
"249 E  50th St   #3D, New York, NY 10022",40.75526,-73.96885,56,6,1,9,98,10,59,13,0,0,173,0,0,2,0,0
"420 E  55th St #6H, New York, NY 10022",40.756275,-73.96244,33,4,2,6,68,11,28,7,0,0,109,0,0,0,0,1
"305 E  51st St   #6G, New York, NY 10022",40.7554,-73.9676,56,6,2,8,89,10,50,12,0,0,150,0,0,2,0,0
"345 E  52nd St #8C, New York, NY 10022",40.755642,-73.965866,49,6,2,6,81,11,43,11,0,0,136,0,0,1,0,0
"444 E  52nd St   #1A, New York, NY 10022",40.7541,-73.9635,24,5,2,2,68,9,26,9,0,0,112,0,0,0,0,0
"323 E  53rd St   #5B, New York, NY 10022",40.7565,-73.966,51,6,2,6,88,11,45,8,0,0,144,0,0,2,0,0
"53 Hawley Ave, Staten Island, NY 10312",40.53208,-74.19426,0,0,0,2,6,0,3,0,0,0,7,0,0,0,0,0
"63 Titus Ave, Staten Island, NY 10306",40.56695,-74.107056,0,1,0,0,8,2,6,0,0,0,14,0,0,0,0,0
"65 Titus Ave, Staten Island, NY 10306",40.566807,-74.107185,0,1,0,0,8,2,6,0,0,0,14,0,0,0,0,0
"103 Moreland St, Staten Island, NY 10306",40.576756,-74.09517,0,1,0,0,8,0,0,0,0,0,3,0,0,0,0,0
"7 Sandalwood Dr, Staten Island, NY 10308",40.56289,-74.147575,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"97 Lyndale Ave, Staten Island, NY 10312",40.540394,-74.162285,0,0,0,1,6,1,1,0,0,0,18,0,0,0,0,0
"1100 Clove Rd #2M, Staten Island, NY 10301",40.619057,-74.10671,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0
"160 Pittsville Ave, Staten Island, NY 10307",40.506447,-74.24642,0,0,0,1,3,0,0,0,0,0,7,0,0,0,0,0
"3018 Richmond Ter, Staten Island, NY 10303",40.637074,-74.16058,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"1000 Clove Rd #5D, Staten Island, NY 10301",40.620464,-74.10999,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"68 McClean Ave, Staten Island, NY 10305",40.598644,-74.063896,0,0,0,0,33,0,1,0,0,0,2,0,0,0,0,0
"126 Tyrrell St, Staten Island, NY 10307",40.512135,-74.24857,0,0,0,2,2,1,0,0,0,0,7,0,0,0,0,0
"63-36 99th St   #5F, Rego Park, NY 11374",40.732,-73.857,11,0,0,2,77,8,15,7,0,0,44,0,0,0,0,0
"98-41 64th Rd   #GD, Rego Park, NY 11374",40.7304,-73.8568,10,0,0,2,79,8,16,8,0,0,46,0,0,0,0,0
"99-32 99-32 66th Rd #7Q, Rego Park, NY 11374",40.72365,-73.862785,10,1,0,2,68,4,9,7,0,0,43,0,0,0,0,0
"98-41 64th Rd   #1F, Rego Park, NY 11374",40.7304,-73.8568,10,0,0,2,79,8,16,8,0,0,46,0,0,0,0,0
"99-32 66th Rd   #3O, Rego Park, NY 11374",40.727806,-73.85275,14,0,0,3,81,7,14,15,0,0,61,0,0,0,0,0
"65-38 Austin St   #2I, Rego Park, NY 11374",40.725536,-73.85964,10,1,0,2,65,6,11,10,0,0,57,0,0,0,0,0
"9740 62 Dr Drive UNIT 7f, Rego Park, NY 11374",40.73274,-73.86077,12,0,0,3,76,7,13,6,0,0,33,0,0,0,0,0
"61-55 98th St   #3G, Rego Park, NY 11374",40.7335,-73.8592,12,0,0,3,79,8,13,6,0,0,37,0,0,0,0,0
"99-05 63rd Dr   #5AA, Rego Park, NY 11374",40.73231,-73.855515,10,0,0,2,78,9,15,8,0,0,45,0,0,0,0,0
"66-11 Austin Street, Rego Park, NY 11374",40.72494,-73.85722,10,0,0,2,79,5,11,13,0,0,58,0,0,0,0,0
"98-33 64th Ave  #1A, Rego Park, NY 11374",40.731003,-73.85739,11,0,0,2,78,8,15,7,0,0,45,0,0,0,0,0
"63-36 99th St   #5H, Rego Park, NY 11374",40.732,-73.857,11,0,0,2,77,8,15,7,0,0,44,0,0,0,0,0
"99-5 63rd Dr   #3, Rego Park, NY 11374",40.73231,-73.855515,10,0,0,2,78,9,15,8,0,0,45,0,0,0,0,0
"98-34 63rd Dr #6F, Rego Park, NY 11374",40.731182,-73.85762,11,0,0,2,78,8,15,7,0,0,45,0,0,0,0,0
"65-60 Wetherole St   #2F, Rego Park, NY 11374",40.725838,-73.8585,10,1,0,2,73,6,11,11,0,0,58,0,0,0,0,0
"98-34 63rd Dr #6D, Rego Park, NY 11374",40.731182,-73.85762,11,0,0,2,78,8,15,7,0,0,45,0,0,0,0,0
"98-51 64th Ave #4D, Rego Park, NY 11374",40.730938,-73.85672,10,0,0,2,80,8,15,8,0,0,46,0,0,0,0,0
"3021 Avenue Z #3K, Brooklyn, NY 11235",40.590424,-73.93595,0,5,0,0,28,1,0,0,0,0,7,0,0,0,0,0
"2717 E  28th St #2B, Brooklyn, NY 11235",40.586372,-73.94031,0,5,0,0,43,2,0,0,0,0,27,0,0,0,0,1
"3235 Emmons Ave  #721, Brooklyn, NY 11235",40.58449,-73.93147,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0
"136-18 Maple Ave  #6F, Flushing, NY 11355",40.755188,-73.82891,10,5,2,2,80,18,20,5,1,1,71,0,0,0,0,0
"41-40 Union Street UNIT 8D, Flushing, NY 11355",40.75802,-73.82585,10,5,1,2,97,20,21,5,1,1,80,0,0,0,0,0
"43-34 156St, Flushing, NY 11355",40.75823,-73.81014,0,3,0,2,74,2,1,0,0,0,19,0,0,0,0,0
"133-08 41st Avenue UNIT 5, Flushing, NY 11355",40.75712,-73.83138,10,2,1,2,77,18,19,5,1,1,73,0,0,0,0,0
"42-35 Main Street UNIT 10D, Flushing, NY 11355",40.750877,-73.82561,0,6,1,1,68,16,11,2,0,0,45,0,0,0,0,0
"41-05 College Point Boulevard UNIT 2G, Flushing, NY 11355",40.75624,-73.833275,10,2,1,2,70,18,18,5,1,1,69,0,0,0,0,0
"4 Fordham Hill Oval UNIT 7f, Bronx, NY 10468",40.86459,-73.90775,26,6,4,7,48,5,3,2,0,0,15,0,0,0,0,2
"942 Gerard Avenue, Bronx, NY 10452",40.82912,-73.923775,26,8,1,6,38,1,2,1,1,0,6,0,0,3,0,0
"3800 Blackstone Avenue UNIT PH N, Bronx, NY 10463",40.889187,-73.91125,1,5,3,0,5,1,3,1,0,0,12,0,0,0,0,0
"2824 Wellman Avenue, Bronx, NY 10461",40.84115,-73.83598,7,3,3,3,34,3,2,0,0,0,12,0,0,0,1,0
"210 Spring St   #5, New York, NY 10012",40.725258,-74.00387,73,12,1,16,66,13,19,2,5,0,342,0,0,12,3,11
"1173 Rogers Ave  #3C, Brooklyn, NY 11226",40.641354,-73.95114,8,7,0,3,34,3,1,0,0,0,4,0,0,0,0,0
"7065 Queens Boulevard UNIT 4F, Woodside, NY 11377",40.73996,-73.89334,13,4,0,3,71,8,3,1,0,0,45,0,0,0,0,1
"7065 Queens Boulevard UNIT 3M, Woodside, NY 11377",40.73996,-73.89334,13,4,0,3,71,8,3,1,0,0,45,0,0,0,0,1
"313 W  119th St #4E, New York, NY 10026",40.80693,-73.95448,31,21,2,7,121,8,17,1,2,0,98,0,0,1,0,3
"163 Saint Nicholas Ave #4B, New York, NY 10026",40.80563,-73.9531,29,19,1,7,124,9,15,0,2,0,79,0,0,2,0,3
"285 W  110th St   #5B, New York, NY 10026",40.8008,-73.9585,27,14,1,8,97,13,18,2,0,0,112,0,0,1,0,1
"1400 5th Ave #4I, New York, NY 10026",40.800533,-73.947365,30,15,0,9,110,12,16,0,0,0,80,0,0,2,1,0
"40 W  116th St #B309, New York, NY 10026",40.80103,-73.94833,27,16,0,9,106,10,14,0,0,0,69,0,0,2,0,1
"321 W  110th St   #13A, New York, NY 10026",40.8012,-73.9592,27,14,1,8,94,13,18,2,0,0,113,0,0,1,0,1
"20 Continential Avenue UNIT 5B, Forest Hills, NY 11375",40.718533,-73.84535,9,2,0,3,65,6,15,13,1,0,65,0,0,0,0,0
"1 Bay Club Drive UNIT 17C, Bayside, NY 11360",40.778133,-73.781525,0,2,1,0,24,0,0,0,1,0,0,0,0,0,0,0
"87-12 104th Street, Richmond Hill, NY 11418",40.694435,-73.84338,7,2,2,3,72,0,2,0,0,0,15,0,0,0,0,0
"30-70 41st Street, Astoria, NY 11103",40.761883,-73.91572,17,3,0,5,82,16,17,0,0,0,150,0,0,1,0,0
"138-02 97th Avenue, Jamaica, NY 11435",40.695305,-73.81132,8,1,1,4,110,2,4,1,0,0,16,0,0,0,0,0
"25-09 87th Street, East Elmhurst, NY 11369",40.763203,-73.88178,0,0,0,0,82,3,3,1,0,0,33,0,0,0,0,2
"69-10 Yellowstone Boulevard UNIT 205, Forest Hills, NY 11375",40.724155,-73.847015,12,0,0,3,66,6,19,13,1,0,63,0,0,0,0,0
"40-27 219th Street, Bayside, NY 11361",40.764664,-73.76362,0,1,1,1,31,0,2,0,0,0,10,0,0,0,0,0
"168-07 18th Avenue, Whitestone, NY 11357",40.781353,-73.794945,0,3,1,0,36,0,0,0,0,0,1,0,0,0,0,0
"210-16 32nd Avenue, Bayside, NY 11361",40.772778,-73.77813,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0
"14-57 155th Street, Whitestone, NY 11357",40.787727,-73.80675,0,2,0,0,40,0,2,0,0,0,6,0,0,0,0,0
"42-35 Main Street UNIT 11A, Flushing, NY 11355",40.754753,-73.82754,10,5,2,2,85,20,20,5,1,1,74,0,0,0,0,0
"62 Pelican Cir, Staten Island, NY 10306",40.558296,-74.11222,0,1,0,0,2,2,3,0,0,0,2,0,0,0,0,0
"21 Tallman St, Staten Island, NY 10312",40.53639,-74.16748,0,0,0,2,3,0,0,0,0,0,12,0,0,0,0,0
"846 Sinclair Ave, Staten Island, NY 10309",40.539555,-74.20404,0,0,0,0,6,0,2,0,0,0,7,0,0,0,0,0
"27 Terrace Ave, Staten Island, NY 10309",40.525723,-74.20864,0,1,0,2,0,1,3,0,0,0,6,0,0,0,0,0
"435 Delaware Ave, Staten Island, NY 10305",40.587517,-74.086975,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0
"966 Rockland Ave, Staten Island, NY 10314",40.5895,-74.14974,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"628 Bement Ave, Staten Island, NY 10310",40.62616,-74.1111,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0
"63 Wadsworth Ave, Staten Island, NY 10305",40.605915,-74.06287,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0
"2 Northside Piers #24P, Brooklyn, NY 11249",40.719597,-73.9642,6,7,0,1,18,5,4,1,5,0,100,0,0,1,1,1
"3080 Voorhies Ave #4K, Brooklyn, NY 11235",40.58784,-73.93326,0,4,0,0,20,1,0,0,0,0,8,0,0,0,0,0
"65 S  Oxford St #1, Brooklyn, NY 11217",40.687763,-73.973434,47,9,3,12,100,12,12,2,3,0,110,0,0,1,6,9
"221 McDonald Ave #2L, Brooklyn, NY 11218",40.648914,-73.980194,11,4,0,2,41,4,0,0,0,0,20,0,0,0,0,0
"2932 W  5th St #15F, Brooklyn, NY 11224",40.578285,-73.97376,15,2,0,4,50,2,6,2,0,0,23,0,0,0,0,0
"89 S  Railroad St, Staten Island, NY 10312",40.53974,-74.18042,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0
"3145 Brighton 4th St #309, Brooklyn, NY 11235",40.5754,-73.96267,13,2,0,2,47,4,5,0,0,0,18,0,0,0,0,1
"4 Lake Ave, Brooklyn, NY 11235",40.584507,-73.937836,0,3,0,0,28,2,0,0,0,0,16,0,0,0,0,0
"3845 Shore Parkway UNIT #2, Brooklyn, NY 11235",40.586903,-73.93297,0,4,0,0,17,1,0,0,0,0,8,0,0,0,0,0
"1625 Emmons Ave #2W, Brooklyn, NY 11235",40.583725,-73.95161,4,2,0,1,64,5,2,1,0,0,33,0,0,0,0,2
"2552 E  7th St #6A, Brooklyn, NY 11235",40.587715,-73.96245,2,2,0,1,51,3,3,2,0,0,15,0,0,0,0,1
"150 W  End Ave #5H, Brooklyn, NY 11235",40.578156,-73.95349,8,2,0,2,43,4,4,0,0,0,33,0,0,0,0,2
"30 E  31st St #11, New York, NY 10016",40.745457,-73.98397,109,9,1,20,118,16,65,19,2,0,343,0,0,7,1,4
"200 E  32nd St #23D, New York, NY 10016",40.744247,-73.97888,74,9,0,12,112,17,50,23,1,0,275,0,0,5,1,4
"6536 Wetherole St #501, Flushing, NY 11374",40.72646,-73.85941,10,1,0,2,67,6,11,10,0,0,53,0,0,0,0,0
"63-85 Woodhaven Boulevard UNIT 2B, Rego Park, NY 11374",40.72219,-73.866554,6,2,0,1,63,3,4,4,0,0,29,0,0,0,0,0
"65-65 Wetherole St #4N, Rego Park, NY 11374",40.725906,-73.85755,10,0,0,2,77,6,12,11,0,0,56,0,0,0,0,0
"737 Park Ave #2G, New York, NY 10021",40.77043,-73.96375,38,13,0,7,95,11,29,4,0,0,156,0,1,3,0,1
"345 E  73rd St #11E, New York, NY 10021",40.76896,-73.95604,23,15,0,4,95,14,26,5,0,0,166,0,1,1,0,2
"515 E  72nd St #38E, New York, NY 10021",40.766857,-73.952644,17,11,0,4,84,12,21,5,0,0,124,0,0,0,0,2
"180 S  4th St #1S, Brooklyn, NY 11211",40.711002,-73.960884,24,23,1,5,57,13,9,1,3,0,126,0,0,1,0,1
"306 Graham Ave, Brooklyn, NY 11211",40.713,-73.9438,19,11,0,6,74,7,1,0,0,0,79,0,0,1,2,2
"308 Graham Ave, Brooklyn, NY 11211",40.71297,-73.94381,19,11,0,6,74,7,1,0,0,0,79,0,0,1,2,2
"250 Manhattan Ave  #4R, Brooklyn, NY 11211",40.71192,-73.94537,29,13,0,8,83,8,1,0,0,0,85,0,0,2,2,2
"110 Withers St   #2, Brooklyn, NY 11211",40.71687,-73.94764,26,12,0,6,76,7,2,0,0,0,139,0,0,2,2,2
"110 Withers St, Brooklyn, NY 11211",40.716873,-73.94764,26,12,0,6,76,7,2,0,0,0,139,0,0,2,2,2
"772 Metropolitan Avenue, Brooklyn, NY 11211",40.714394,-73.94326,18,9,0,5,71,6,1,0,0,0,79,0,0,1,1,2
"710 Metropolitan Ave  #5F, Brooklyn, NY 11211",40.714207,-73.945206,20,11,0,6,79,7,1,0,0,0,93,0,0,2,1,2
"710 Metropolitan Ave  #3L, Brooklyn, NY 11211",40.714207,-73.945206,20,11,0,6,79,7,1,0,0,0,93,0,0,2,1,2
"67 E  11th St #205, Manhattan, NY 10003",40.732746,-73.99174,102,23,3,18,114,21,44,6,6,0,436,0,0,7,4,23
"400 Convent Ave #51, Manhattan, NY 10031",40.82625,-73.94542,29,14,1,7,93,7,4,1,0,0,39,0,0,1,0,1
"2 S  End Ave #7D, New York, NY 10280",40.708103,-74.016975,101,5,3,17,47,10,32,5,1,0,141,0,0,5,0,0
"252 W  12th St, New York, NY 10014",40.737427,-74.00272,62,17,4,13,67,13,24,5,1,1,312,0,0,5,3,9
"43 E  25th St #40A, New York, NY 10010",40.742023,-73.98616,103,17,1,18,109,19,62,15,3,0,326,0,0,8,1,7
"250 W  90th St #17F, New York, NY 10024",40.790844,-73.97494,24,13,3,5,76,10,20,8,1,0,117,0,0,0,1,0
"141 E  55th St #9E, New York, NY 10022",40.75819,-73.970375,93,8,1,13,104,11,69,8,2,0,213,0,0,2,0,0
"113 E  90th St, New York, NY 10128",40.782616,-73.95446,20,16,0,4,82,13,20,7,1,0,178,0,1,1,1,1
"527 Cathedral Pkwy #21, New York, NY 10025",40.803806,-73.965096,21,9,1,6,77,12,14,2,0,0,101,0,0,0,0,2
"23 10th St #207, Manhattan, NY 10003",40.741795,-74.00847,33,7,3,6,48,5,13,2,0,1,153,0,0,5,1,4
"303 E  57th St #23F, Manhattan, NY 10022",40.759277,-73.96466,51,12,2,9,102,11,32,8,0,0,129,0,0,2,0,1
